id,repo,target_file,kind,signature,base_status,base_compiles,base_files,base_secs,base_hash,new_status,new_compiles,new_files,new_secs,new_hash
retrofit-0034,retrofit,retrofit2/CompletableFutureCallAdapterFactory.java,method,"retrofit2.CompletableFutureCallAdapterFactory.CallCancelCompletableFuture#cancel(boolean)",ok,compiles,5,6.5,00075552cdb7,ok,compiles,5,6.6,00075552cdb7
retrofit-0035,retrofit,retrofit2/Retrofit.java,method,"retrofit2.Retrofit.Builder#validateEagerly(boolean)",ok,compiles,1,3.8,d04bd443672b,ok,compiles,1,3.5,d04bd443672b
retrofit-0036,retrofit,retrofit2/Retrofit.java,field,"retrofit2.Retrofit#callbackExecutor",ok,compiles,2,4.3,31c5551a7592,ok,compiles,2,4.6,31c5551a7592
retrofit-0037,retrofit,retrofit2/Reflection.java,method,"retrofit2.Reflection.Java8#isDefaultMethod(Method)",ok,compiles,2,3.9,e5899210abe5,ok,compiles,2,4.3,e5899210abe5
retrofit-0038,retrofit,retrofit2/ParameterHandler.java,method,"retrofit2.ParameterHandler.Tag#Tag(Class<T>)",ok,compiles,1,4.2,5411ccc9f9e5,ok,compiles,1,4.2,5411ccc9f9e5
retrofit-0039,retrofit,retrofit2/CompletableFutureCallAdapterFactory.java,field,"retrofit2.CompletableFutureCallAdapterFactory.CallCancelCompletableFuture#call",ok,compiles,5,5.4,3cd0b0e5ba35,ok,compiles,5,5.5,3cd0b0e5ba35
retrofit-0040,retrofit,retrofit2/CompletableFutureCallAdapterFactory.java,method,"retrofit2.CompletableFutureCallAdapterFactory.BodyCallAdapter.BodyCallback#onResponse(Call<R>,Response<R>)",ok,compiles,9,4.5,f47f17599f8f,ok,compiles,9,4.7,f47f17599f8f
retrofit-0041,retrofit,retrofit2/Utils.java,method,"retrofit2.Utils.ParameterizedTypeImpl#getOwnerType()",ok,compiles,2,4.4,2c7ef3d6b8cf,ok,compiles,2,4.5,2c7ef3d6b8cf
retrofit-0042,retrofit,retrofit2/Retrofit.java,method,"retrofit2.Retrofit.Builder#callFactory(okhttp3.Call.Factory)",ok,compiles,3,4.5,bd656b0e09a8,ok,compiles,3,4.5,bd656b0e09a8
retrofit-0043,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#gotQuery",ok,compiles,1,3.5,7039c91f36af,ok,compiles,1,3.6,7039c91f36af
retrofit-0044,retrofit,retrofit2/RequestBuilder.java,field,"retrofit2.RequestBuilder#contentType",ok,compiles,3,3.7,3c070778ffee,ok,compiles,3,4.3,3c070778ffee
retrofit-0045,retrofit,retrofit2/OptionalConverterFactory.java,method,"retrofit2.OptionalConverterFactory#responseBodyConverter(Type,Annotation[],Retrofit)",ok,compiles,7,4.9,8c573beb3bf8,ok,compiles,7,6.1,8c573beb3bf8
retrofit-0046,retrofit,retrofit2/Utils.java,field,"retrofit2.Utils.ParameterizedTypeImpl#ownerType",ok,compiles,2,4.4,68eda485545c,ok,compiles,2,5.1,68eda485545c
retrofit-0047,retrofit,retrofit2/BuiltInConverters.java,field,"retrofit2.BuiltInConverters.ToStringConverter#INSTANCE",ok,compiles,2,4.6,3c3bc2e53b9c,ok,compiles,2,5.3,3c3bc2e53b9c
retrofit-0048,retrofit,retrofit2/Response.java,field,"retrofit2.Response#body",ok,compiles,2,4.5,747d8b077088,ok,compiles,2,5.5,747d8b077088
retrofit-0049,retrofit,retrofit2/CompletableFutureCallAdapterFactory.java,method,"retrofit2.CompletableFutureCallAdapterFactory.ResponseCallAdapter.ResponseCallback#onFailure(Call<R>,Throwable)",ok,compiles,7,4.6,66a0956667c0,ok,compiles,7,4.8,66a0956667c0
retrofit-0050,retrofit,retrofit2/HttpServiceMethod.java,field,"retrofit2.HttpServiceMethod#callFactory",ok,compiles,3,4.3,5514ec75e7c0,ok,compiles,3,3.9,5514ec75e7c0
retrofit-0051,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#isKotlinSuspendFunction",ok,compiles,1,3.2,14727c32ce10,ok,compiles,1,2.7,14727c32ce10
retrofit-0052,retrofit,retrofit2/OkHttpCall.java,method,"retrofit2.OkHttpCall#createRawCall()",ok,compiles,6,5.1,160c8bc49e81,ok,compiles,6,4.9,160c8bc49e81
retrofit-0053,retrofit,retrofit2/Invocation.java,method,"retrofit2.Invocation#Invocation(Class<?>,Object,Method,List<?>,String)",ok,compiles,2,4.5,7a6e3b1750c4,ok,compiles,2,3.8,7a6e3b1750c4
retrofit-0054,retrofit,retrofit2/OptionalConverterFactory.java,method,"retrofit2.OptionalConverterFactory#OptionalConverterFactory()",ok,compiles,4,4.1,0628b470cbd3,ok,compiles,4,3.9,0628b470cbd3
retrofit-0055,retrofit,retrofit2/AndroidMainExecutor.java,field,"retrofit2.AndroidMainExecutor#handler",ok,compiles,4,3.9,850de57224c7,ok,compiles,4,4.0,850de57224c7
retrofit-0056,retrofit,retrofit2/Response.java,field,"retrofit2.Response#rawResponse",ok,compiles,2,3.9,a023e78c4ec2,ok,compiles,2,3.9,a023e78c4ec2
retrofit-0057,retrofit,retrofit2/Response.java,method,"retrofit2.Response#body()",ok,compiles,2,3.4,5ad96ab35fd2,ok,compiles,2,3.5,5ad96ab35fd2
retrofit-0058,retrofit,retrofit2/CompletableFutureCallAdapterFactory.java,field,"retrofit2.CompletableFutureCallAdapterFactory.ResponseCallAdapter#responseType",ok,compiles,5,3.8,ad2577f598c5,ok,compiles,5,4.0,ad2577f598c5
retrofit-0059,retrofit,retrofit2/OkHttpCall.java,method,"retrofit2.OkHttpCall#request()",ok,compiles,5,4.9,73309a6fb241,ok,compiles,5,4.6,73309a6fb241
retrofit-0060,retrofit,retrofit2/Invocation.java,method,"retrofit2.Invocation#of(Class<T>,T,Method,List<?>,String)",ok,compiles,2,4.5,a3dd241d7ae5,ok,compiles,2,4.3,a3dd241d7ae5
retrofit-0061,retrofit,retrofit2/Utils.java,method,"retrofit2.Utils#checkNotPrimitive(Type)",ok,compiles,1,4.3,c78ade7ff1b8,ok,compiles,1,4.2,c78ade7ff1b8
retrofit-0062,retrofit,retrofit2/Response.java,method,"retrofit2.Response#success(T)",crash,na,0,7.2,da39a3ee5e6b,crash,na,0,6.9,da39a3ee5e6b
retrofit-0063,retrofit,retrofit2/BuiltInConverters.java,method,"retrofit2.BuiltInConverters.UnitResponseBodyConverter#convert(ResponseBody)",ok,fails,5,4.3,8272bcefd938,ok,fails,5,4.9,8272bcefd938
retrofit-0064,retrofit,retrofit2/RequestFactory.java,method,"retrofit2.RequestFactory.Builder#boxIfPrimitive(Class<?>)",ok,compiles,1,4.3,f0ab21597759,ok,compiles,1,4.0,f0ab21597759
retrofit-0065,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.RawPart#INSTANCE",ok,compiles,2,4.7,d3d199160a98,ok,compiles,2,4.3,d3d199160a98
retrofit-0066,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.QueryMap#valueConverter",ok,compiles,2,4.5,c4a56cdcee14,ok,compiles,2,4.1,c4a56cdcee14
retrofit-0067,retrofit,retrofit2/ParameterHandler.java,method,"retrofit2.ParameterHandler.Headers#Headers(Method,int)",ok,compiles,2,4.7,badfb7ccb620,ok,compiles,2,4.3,badfb7ccb620
retrofit-0068,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.Part#converter",ok,fails,2,3.8,c03a3bda1ebb,ok,fails,2,3.9,c03a3bda1ebb
retrofit-0069,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#parameterTypes",ok,compiles,1,3.6,42e7a31cf3ea,ok,compiles,1,4.9,42e7a31cf3ea
retrofit-0070,retrofit,retrofit2/Utils.java,method,"retrofit2.Utils#parameterError(Method,int,String,Object...)",ok,compiles,3,4.6,83faa2e8b7a2,ok,compiles,3,4.6,83faa2e8b7a2
retrofit-0071,retrofit,retrofit2/BuiltInFactories.java,method,"retrofit2.BuiltInFactories.Java8#createDefaultCallAdapterFactories(Executor)",ok,compiles,7,6.2,9d5a18e76e4c,ok,compiles,7,4.8,9d5a18e76e4c
retrofit-0072,retrofit,retrofit2/Response.java,method,"retrofit2.Response#Response(okhttp3.Response,T,ResponseBody)",ok,compiles,4,5.9,6546d1eed795,ok,compiles,4,4.8,6546d1eed795
retrofit-0073,retrofit,retrofit2/RequestBuilder.java,field,"retrofit2.RequestBuilder.ContentTypeOverridingRequestBody#delegate",ok,compiles,2,6.1,16a8bf560c10,ok,compiles,2,4.7,16a8bf560c10
retrofit-0074,retrofit,retrofit2/Utils.java,method,"retrofit2.Utils.ParameterizedTypeImpl#getRawType()",ok,compiles,2,4.7,df6578e2d8d0,ok,compiles,2,4.2,df6578e2d8d0
retrofit-0075,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.Path#valueConverter",ok,compiles,2,4.7,e4c0433f807d,ok,compiles,2,4.6,e4c0433f807d
retrofit-0076,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.HeaderMap#allowUnsafeNonAsciiValues",ok,compiles,1,4.2,5fe16e2c1b46,ok,compiles,1,3.9,5fe16e2c1b46
retrofit-0077,retrofit,retrofit2/Retrofit.java,method,"retrofit2.Retrofit#stringConverter(Type,Annotation[])",ok,compiles,4,4.9,78d31453e827,ok,compiles,4,5.1,78d31453e827
retrofit-0078,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#PARAM",ok,compiles,1,4.5,5bc7e5fcd945,ok,compiles,1,4.8,5bc7e5fcd945
retrofit-0079,retrofit,retrofit2/BuiltInConverters.java,method,"retrofit2.BuiltInConverters.VoidResponseBodyConverter#convert(ResponseBody)",ok,fails,4,4.4,3269974ddf56,ok,fails,4,5.0,3269974ddf56
retrofit-0080,retrofit,retrofit2/HttpServiceMethod.java,field,"retrofit2.HttpServiceMethod.SuspendForBody#isNullable",ok,compiles,2,3.7,0fc7a1befe83,ok,compiles,2,4.8,0fc7a1befe83
retrofit-0081,retrofit,retrofit2/RequestFactory.java,method,"retrofit2.RequestFactory.Builder#parseHttpMethodAndPath(String,String,boolean)",ok,compiles,3,5.1,4a6d18f9fe18,ok,compiles,3,5.2,4a6d18f9fe18
retrofit-0082,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#gotPart",ok,compiles,1,3.4,242d1417fc5a,ok,compiles,1,3.3,242d1417fc5a
retrofit-0083,retrofit,retrofit2/HttpServiceMethod.java,method,"retrofit2.HttpServiceMethod#parseAnnotations(Retrofit,Method,RequestFactory)",crash,na,0,4.7,da39a3ee5e6b,crash,na,0,4.2,da39a3ee5e6b
retrofit-0084,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.Path#name",ok,compiles,1,4.4,358592a5e0b7,ok,compiles,1,4.1,358592a5e0b7
retrofit-0085,retrofit,retrofit2/ParameterHandler.java,method,"retrofit2.ParameterHandler#array()",crash,na,0,3.9,da39a3ee5e6b,crash,na,0,3.7,da39a3ee5e6b
retrofit-0086,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.Part#method",ok,compiles,1,3.8,19afdbb0a07c,ok,compiles,1,4.2,19afdbb0a07c
retrofit-0087,retrofit,retrofit2/RequestFactory.java,field,"retrofit2.RequestFactory.Builder#gotUrl",ok,compiles,1,3.2,71c5d8bd7660,ok,compiles,1,2.8,71c5d8bd7660
retrofit-0088,retrofit,retrofit2/RequestBuilder.java,method,"retrofit2.RequestBuilder#addQueryParam(String,String,boolean)",ok,compiles,3,4.5,f681c06c6409,ok,compiles,3,4.8,f681c06c6409
retrofit-0089,retrofit,retrofit2/Retrofit.java,method,"retrofit2.Retrofit.Builder#addCallAdapterFactory(CallAdapter.Factory)",ok,compiles,2,4.0,ff2119e247e7,ok,compiles,2,3.7,ff2119e247e7
retrofit-0090,retrofit,retrofit2/ParameterHandler.java,field,"retrofit2.ParameterHandler.FieldMap#valueConverter",ok,compiles,2,3.7,bad5acff38e4,ok,compiles,2,3.7,bad5acff38e4
retrofit-0091,retrofit,retrofit2/Call.java,method,"retrofit2.Call#request()",ok,compiles,2,4.2,2e402bb3d795,ok,compiles,2,3.8,2e402bb3d795
retrofit-0092,retrofit,retrofit2/OkHttpCall.java,method,"retrofit2.OkHttpCall.ExceptionCatchingResponseBody#contentType()",ok,compiles,4,4.7,8856b14be3be,ok,compiles,4,4.1,8856b14be3be
retrofit-0093,retrofit,retrofit2/Invocation.java,method,"retrofit2.Invocation#of(Class<T>,T,Method,List<?>)",ok,compiles,2,3.5,c329078320d2,ok,compiles,2,3.5,c329078320d2
retrofit-0094,retrofit,retrofit2/Retrofit.java,field,"retrofit2.Retrofit#validateEagerly",ok,compiles,1,3.1,0dfd69c63fd9,ok,compiles,1,3.0,0dfd69c63fd9
retrofit-0095,retrofit,retrofit2/ParameterHandler.java,method,"retrofit2.ParameterHandler.QueryMap#apply(RequestBuilder,Map<String,T>)",ok,compiles,5,4.3,8764602266cf,ok,compiles,5,4.9,8764602266cf
retrofit-0096,retrofit,retrofit2/OkHttpCall.java,method,"retrofit2.OkHttpCall#clone()",ok,fails,5,3.8,b482a45dbc31,ok,fails,5,4.2,b482a45dbc31
retrofit-0097,retrofit,retrofit2/OkHttpCall.java,method,"retrofit2.OkHttpCall.NoContentResponseBody#contentLength()",ok,compiles,3,3.7,8466fa2900ab,ok,compiles,3,3.5,8466fa2900ab
retrofit-0098,retrofit,retrofit2/DefaultCallAdapterFactory.java,field,"retrofit2.DefaultCallAdapterFactory.ExecutorCallbackCall#callbackExecutor",ok,compiles,3,3.5,1ac287c30be6,ok,compiles,3,2.8,1ac287c30be6
retrofit-0099,retrofit,retrofit2/HttpServiceMethod.java,method,"retrofit2.HttpServiceMethod#invoke(Object,Object[])",ok,fails,8,4.4,875ead1a7cdd,ok,fails,8,4.0,875ead1a7cdd
retrofit-0100,retrofit,retrofit2/ParameterHandler.java,method,"retrofit2.ParameterHandler.Part#Part(Method,int,okhttp3.Headers,Converter<T,RequestBody>)",ok,fails,3,4.3,cf7e8664a937,ok,fails,3,3.8,cf7e8664a937
